1,2,3,4,5,6,7,8,9,classe
x,o,x,x,x,o,o,x,o,tie
x,o,x,x,o,x,o,x,o,tie
x,o,x,x,o,o,o,x,x,tie
x,o,x,o,x,x,o,x,o,tie
x,o,x,o,o,x,x,x,o,tie
x,o,o,o,x,x,x,x,o,tie
o,x,x,x,x,o,o,o,x,tie
o,x,x,x,o,o,x,o,x,tie
o,x,x,x,o,o,o,x,x,tie
o,x,o,x,x,o,x,o,x,tie
o,x,o,x,o,x,x,o,x,tie
o,x,o,o,x,x,x,o,x,tie
o,o,x,x,x,o,o,x,x,tie
x,x,o,o,x,x,x,o,o,tie
x,x,o,o,o,x,x,x,o,tie
x,x,o,o,o,x,x,o,x,tie
x,o,x,x,x,o,o,x,o,tie
x,o,x,x,o,x,o,x,o,tie
x,o,x,x,o,o,o,x,x,tie
x,o,x,o,x,x,o,x,o,tie
x,o,x,o,o,x,x,x,o,tie
x,o,o,o,x,x,x,x,o,tie
o,x,x,x,x,o,o,o,x,tie
o,x,x,x,o,o,x,o,x,tie
o,x,x,x,o,o,o,x,x,tie
o,x,o,x,x,o,x,o,x,tie
o,x,o,x,o,x,x,o,x,tie
o,x,o,o,x,x,x,o,x,tie
o,o,x,x,x,o,o,x,x,tie
x,x,o,o,x,x,x,o,o,tie
x,x,o,o,o,x,x,x,o,tie
x,x,o,o,o,x,x,o,x,tie
x,o,x,x,x,o,o,x,o,tie
x,o,x,x,o,x,o,x,o,tie
x,o,x,x,o,o,o,x,x,tie
x,o,x,o,x,x,o,x,o,tie
x,o,x,o,o,x,x,x,o,tie
x,o,o,o,x,x,x,x,o,tie
o,x,x,x,x,o,o,o,x,tie
o,x,x,x,o,o,x,o,x,tie
o,x,x,x,o,o,o,x,x,tie
o,x,o,x,x,o,x,o,x,tie
o,x,o,x,o,x,x,o,x,tie
o,x,o,o,x,x,x,o,x,tie
o,o,x,x,x,o,o,x,x,tie
x,x,o,o,x,x,x,o,o,tie
x,x,o,o,o,x,x,x,o,tie
x,x,o,o,o,x,x,o,x,tie
x,o,x,x,x,o,o,x,o,tie
x,x,o,o,x,x,x,o,o,tie
x,x,o,o,o,x,x,x,o,tie
x,x,o,o,o,x,x,o,x,tie
x,o,x,x,x,o,o,x,o,tie
x,o,x,x,o,x,o,x,o,tie
x,o,x,x,o,o,o,x,x,tie
x,o,x,o,x,x,o,x,o,tie
x,o,x,o,o,x,x,x,o,tie
x,o,o,o,x,x,x,x,o,tie
o,x,x,x,x,o,o,o,x,tie
o,x,x,x,o,o,x,o,x,tie
o,x,x,x,o,o,o,x,x,tie
o,x,o,x,x,o,x,o,x,tie
o,x,o,x,o,x,x,o,x,tie
o,x,o,o,x,x,x,o,x,tie
o,o,x,x,x,o,o,x,x,tie
x,x,o,o,x,x,x,o,o,tie
x,x,o,o,o,x,x,x,o,tie
x,x,o,o,o,x,x,o,x,tie
x,o,x,x,x,o,o,x,o,tie
x,o,x,x,o,x,o,x,o,tie
x,o,x,x,o,o,o,x,x,tie
x,o,x,o,x,x,o,x,o,tie
x,o,x,o,o,x,x,x,o,tie
x,o,o,o,x,x,x,x,o,tie
o,x,x,x,x,o,o,o,x,tie
o,x,x,x,o,o,x,o,x,tie
o,x,x,x,o,o,o,x,x,tie
o,x,o,x,x,o,x,o,x,tie
o,x,o,x,o,x,x,o,x,tie
o,x,o,o,x,x,x,o,x,tie
o,o,x,x,x,o,o,x,x,tie
x,x,o,o,x,x,x,o,o,tie
x,x,o,o,o,x,x,x,o,tie
x,x,o,o,o,x,x,o,x,tie
x,o,x,x,x,o,o,x,o,tie
x,o,x,x,o,x,o,x,o,tie
x,o,x,x,o,o,o,x,x,tie
x,o,x,o,x,x,o,x,o,tie
x,o,x,o,o,x,x,x,o,tie
x,o,o,o,x,x,x,x,o,tie
o,x,x,x,x,o,o,o,x,tie
o,x,x,x,o,o,x,o,x,tie
o,x,x,x,o,o,o,x,x,tie
o,x,o,x,x,o,x,o,x,tie
o,x,o,x,o,x,x,o,x,tie
o,x,o,o,x,x,x,o,x,tie
o,o,x,x,x,o,o,x,x,tie
x,x,o,o,x,x,x,o,o,tie
x,x,o,o,o,x,x,x,o,tie
x,x,o,o,o,x,x,o,x,tie
x,o,x,x,x,o,o,x,o,tie
x,o,x,x,o,x,o,x,o,tie
x,o,x,x,o,o,o,x,x,tie
x,o,x,o,x,x,o,x,o,tie
x,o,x,o,o,x,x,x,o,tie
x,o,o,o,x,x,x,x,o,tie
o,x,x,x,x,o,o,o,x,tie
o,x,x,x,o,o,x,o,x,tie
o,x,x,x,o,o,o,x,x,tie
o,x,o,x,x,o,x,o,x,tie
o,x,o,x,o,x,x,o,x,tie
o,x,o,o,x,x,x,o,x,tie
o,o,x,x,x,o,o,x,x,tie
x,x,o,o,x,x,x,o,o,tie
x,x,o,o,o,x,x,x,o,tie
x,x,o,o,o,x,x,o,x,tie
x,o,x,x,x,o,o,x,o,tie
x,o,x,x,o,x,o,x,o,tie
x,o,x,x,o,o,o,x,x,tie
x,o,x,o,x,x,o,x,o,tie
x,o,x,o,o,x,x,x,o,tie
x,o,o,o,x,x,x,x,o,tie
o,x,x,x,x,o,o,o,x,tie
o,x,x,x,o,o,x,o,x,tie
o,x,x,x,o,o,o,x,x,tie
o,x,o,x,x,o,x,o,x,tie
o,x,o,x,o,x,x,o,x,tie
o,x,o,o,x,x,x,o,x,tie
o,o,x,x,x,o,o,x,x,tie
x,x,o,o,x,x,x,o,o,tie
x,x,o,o,o,x,x,x,o,tie
x,x,o,o,o,x,x,o,x,tie
x,o,x,x,x,o,o,x,o,tie
x,o,x,x,o,x,o,x,o,tie
x,o,x,x,o,o,o,x,x,tie
x,o,x,o,x,x,o,x,o,tie
x,o,x,o,o,x,x,x,o,tie
x,o,o,o,x,x,x,x,o,tie
o,x,x,x,x,o,o,o,x,tie
o,x,x,x,o,o,x,o,x,tie
o,x,x,x,o,o,o,x,x,tie
o,x,o,x,x,o,x,o,x,tie
o,x,o,x,o,x,x,o,x,tie
o,x,o,o,x,x,x,o,x,tie
o,o,x,x,x,o,o,x,x,tie
x,x,o,o,x,x,x,o,o,tie
x,x,o,o,o,x,x,x,o,tie
x,x,o,o,o,x,x,o,x,tie
x,o,x,x,x,o,o,x,o,tie
x,b,o,x,b,x,o,x,o,continue
b,x,b,b,b,x,x,b,x,continue
x,o,o,x,b,b,o,b,x,continue
o,b,x,b,x,o,o,o,x,continue
b,b,o,o,x,b,b,o,b,continue
b,o,o,x,o,x,b,b,x,continue
b,o,b,o,x,o,x,o,x,continue
b,o,x,x,o,x,o,b,b,continue
b,x,o,x,o,b,x,o,b,continue
x,x,o,b,o,x,x,b,x,continue
o,b,o,o,x,o,x,b,x,continue
x,o,x,o,x,x,b,b,b,continue
x,o,o,o,b,x,o,b,o,continue
x,b,o,b,b,o,o,o,b,continue
x,o,x,o,b,o,o,b,o,continue
o,x,x,o,x,b,b,o,x,continue
b,b,o,o,o,b,b,o,o,continue
o,x,b,o,x,b,x,b,x,continue
x,b,o,b,o,b,b,b,o,continue
o,o,b,x,b,o,b,o,o,continue
b,b,b,o,o,x,o,o,x,continue
o,x,x,b,b,x,o,b,b,continue
o,x,x,x,o,o,b,o,x,continue
o,x,b,o,x,x,b,o,b,continue
b,o,o,b,x,x,x,x,o,continue
b,b,x,o,x,b,o,x,x,continue
o,b,b,x,x,o,x,o,o,continue
b,o,o,b,b,x,o,b,o,continue
b,x,x,x,o,b,b,b,b,continue
o,o,b,b,b,o,b,o,x,continue
o,o,x,o,o,b,b,x,x,continue
o,o,x,o,x,o,b,o,x,continue
x,b,o,o,o,x,x,b,o,continue
x,b,o,x,b,x,o,b,o,continue
x,x,o,o,b,o,x,o,x,continue
b,x,x,o,b,b,o,x,b,continue
x,x,b,x,b,b,b,x,x,continue
x,o,o,x,b,x,o,b,x,continue
x,o,o,o,b,x,o,x,x,continue
b,b,o,x,o,b,b,x,x,continue
x,b,x,x,b,b,b,b,b,continue
x,x,o,x,b,o,b,o,x,continue
x,x,o,o,b,x,x,b,b,continue
b,o,o,x,o,x,x,b,x,continue
o,o,b,x,x,o,o,x,b,continue
x,o,o,o,b,b,o,x,o,continue
x,b,b,x,o,b,b,b,b,continue
x,b,x,x,o,b,b,b,b,continue
x,x,b,x,b,x,o,o,x,continue
b,o,b,x,b,x,o,b,o,continue
b,o,o,o,o,b,b,b,o,continue
x,o,b,o,b,o,x,x,o,continue
o,o,x,x,x,b,o,x,o,continue
o,b,x,x,o,b,o,o,b,continue
x,b,x,b,x,o,o,b,o,continue
x,o,o,b,o,x,x,x,b,continue
x,b,x,x,o,o,o,o,x,continue
o,x,x,x,x,o,b,b,o,continue
b,o,x,x,b,x,b,b,o,continue
x,o,b,x,x,o,b,o,o,continue
b,o,x,o,b,b,o,x,o,continue
x,b,x,x,o,o,b,x,b,continue
x,o,o,o,x,b,b,o,b,continue
o,x,o,o,b,b,x,o,o,continue
